id_revision,post_id,tema,subtema,cuestion,criterio_extraido,aplicacion_a_mi_caso,riesgo,prioridad,validar_con_asesor,documentos_necesarios,accion_recomendada,pregunta_asesor,titulo_post,url_post,fragmento_soporte,observaciones
RG-099,48,Amortización,amortización mobiliario,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,Fiscalidad inmobiliaria sin humo: accede gratis a la sesión que di ayer a Comunidad Propia,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-sin-humo,"ndo IA y automatizaciones para: Modelar escenarios fiscales en segundos. Tener controlados inmuebles, rentas, amortizaciones y decisiones clave sin vivir atado a un Excel. Esto no es una charla motivacional. Es una hoja de ruta para que tus decisiones inmobiliar",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-100,48,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,Fiscalidad inmobiliaria sin humo: accede gratis a la sesión que di ayer a Comunidad Propia,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-sin-humo,"ía de manual. Cosas como: Cuándo tiene sentido seguir en persona física y exprimir las reglas que ya existen (reducciones, tipos, base del ahorro…). El punto en el que una sociedad patrimonial deja de ser “capricho de gestor” y empieza a ser una máquina de ah",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-101,48,Suministros / comunidad / IBI / seguros,IBI,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,Fiscalidad inmobiliaria sin humo: accede gratis a la sesión que di ayer a Comunidad Propia,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-sin-humo,"Esto no es una charla motivacional. Es una hoja de ruta para que tus decisiones inmobiliarias no revienten tu factura fiscal dentro de 3 años. ¿Por qué te regalo esta clase? Porque si entiendes esto, dejas de jugar a “comprar pisos” y empiezas a construir u",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-102,48,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","Muy útil para alquiler por habitaciones, donde el reparto o repercusión suele generar dudas.",Medio,Alta,Sí,Recibo IBI | Recibos comunidad | Pólizas/recibos | Facturas suministros,Separar y archivar estos gastos con su criterio de imputación.,¿Qué criterio de imputación o prorrateo debo aplicar a estos gastos en mi caso?,Fiscalidad inmobiliaria sin humo: accede gratis a la sesión que di ayer a Comunidad Propia,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-sin-humo,", al revés, siguen en persona física cuando ya están tirando dinero cada año. Ayer di una sesión privada para Comunidad Propia , una comunidad de inmobiliarios que quieren escalar usando IA + automatizaciones , y fue precisamente de esto: Fiscalidad en inmueb",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-103,48,IRPF alquiler inmueble,renta mensual,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,Fiscalidad inmobiliaria sin humo: accede gratis a la sesión que di ayer a Comunidad Propia,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-sin-humo,"siempre: Pagan más IRPF del que deberían. Crean sociedades patrimoniales sin sentido. O, al revés, siguen en persona física cuando ya están tirando dinero cada año. Ayer di una sesión privada para Comunidad Propia , una comunidad de inmobiliarios que quieren esca",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-104,45,Gastos deducibles,gastos deducibles,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,“¿Por qué todo el mundo me dice que cree una sociedad si ya pago menos como no residente?”,https://fiscalizarte.substack.com/p/por-que-todo-el-mundo-me-dice-que,"o sociedad: eliges cuándo y cómo tributar. Cuando eres persona física (aunque no residente), Hacienda te deja deducir gastos , pero con límites. En cambio, en una sociedad puedes deducir casi todo lo que sea necesario para la actividad: reformas, asesoría,",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-105,45,IRPF alquiler inmueble,renta mensual,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,“¿Por qué todo el mundo me dice que cree una sociedad si ya pago menos como no residente?”,https://fiscalizarte.substack.com/p/por-que-todo-el-mundo-me-dice-que,"casi todo lo que sea necesario para la actividad: reformas, asesoría, seguros, desplazamientos, suministros, amortización real de los activos, etc. Y, sobre todo, puedes reinvertir beneficios sin pagar el IRPF cada año . El dinero se queda dentro de la sociedad",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-106,45,Gastos deducibles,gastos deducibles,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,“¿Por qué todo el mundo me dice que cree una sociedad si ya pago menos como no residente?”,https://fiscalizarte.substack.com/p/por-que-todo-el-mundo-me-dice-que,"que te queda. Como sociedad: eliges cuándo y cómo tributar. Cuando eres persona física (aunque no residente), Hacienda te deja deducir gastos , pero con límites. En cambio, en una sociedad puedes deducir casi todo lo que sea necesario para la actividad: reforma",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-107,45,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","Muy útil para alquiler por habitaciones, donde el reparto o repercusión suele generar dudas.",Medio,Alta,Sí,Recibo IBI | Recibos comunidad | Pólizas/recibos | Facturas suministros,Separar y archivar estos gastos con su criterio de imputación.,¿Qué criterio de imputación o prorrateo debo aplicar a estos gastos en mi caso?,“¿Por qué todo el mundo me dice que cree una sociedad si ya pago menos como no residente?”,https://fiscalizarte.substack.com/p/por-que-todo-el-mundo-me-dice-que,"uedes deducir casi todo lo que sea necesario para la actividad: reformas, asesoría, seguros, desplazamientos, suministros, amortización real de los activos, etc. Y, sobre todo, puedes reinvertir beneficios sin pagar el IRPF cada año . El dinero se queda dentro",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-108,45,Persona física vs sociedad,persona física vs sociedad,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,“¿Por qué todo el mundo me dice que cree una sociedad si ya pago menos como no residente?”,https://fiscalizarte.substack.com/p/por-que-todo-el-mundo-me-dice-que,"n. Pero el error está en mirar solo el porcentaje de impuestos y no cómo se calculan esos impuestos . 2) Como persona física: pagas sobre lo que te queda. Como sociedad: eliges cuándo y cómo tributar. Cuando eres persona física (aunque no residente), Hacienda te d",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-109,5,Gastos deducibles,gastos deducibles,El post aporta criterio sobre gastos deducibles o su defensa documental.,El post aporta criterio sobre gastos deducibles o su defensa documental.,Te sirve para decidir qué gastos meter y cómo defenderlos.,Alto,Alta,Sí,Facturas | Justificantes bancarios | Explicación de vinculación,Revisar este criterio antes de incluir gastos discutibles.,¿Este criterio me permite deducir este tipo de gasto en mi caso o aumenta riesgo?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"es en el impuesto sobre sociedades. Sin embargo, los intereses de los préstamos bancarios sí que me los puedo deducir en el impuesto sobre sociedades. Entonces, le he estado trabajando, le he presentado un informe, nos hemos reunido varias veces y le estoy",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-110,5,Amortización,amortización mobiliario,"El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.","El post aporta criterio útil sobre amortización de inmueble, mobiliario o accesorios.",Puede ayudarte a no perder deducciones o a no aplicarlas mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar o revisar ficha de amortización si aplica.,¿Cómo debo aplicar esta amortización en mi caso concreto?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,as. Memoria. Libro diario. Libro mayor. Activo. Pasivo. Patrimonio neto. Existencias. Inmovilizado. Reservas. Amortización. Todo les suena. Pero no lo entienden. Y aquí empieza el problema. Porque si tienes una sociedad y no entiendes mínimamente su contabilidad,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-111,5,Reparación vs mejora,mejora / ampliación,"El post aporta criterio sobre reparación, conservación o mejora y su tratamiento fiscal.","El post aporta criterio sobre reparación, conservación o mejora y su tratamiento fiscal.",Útil para clasificar facturas de obra y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la actuación antes de meterla en renta.,¿Esta actuación concreta encaja aquí o debería tener otro tratamiento fiscal?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"scalidad y contabilidad volví a hacer un máster en fiscalidad internacional y luego durante el proceso de mi preparación en la oposición a la que aprobé Pues todo esto, eran materias de estudio, los aspectos contables. Y constantemente me estoy formando en con",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-112,5,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"que cuando soy persona física, ¿no? El IBI, comunidad, reparaciones, todos esos gastos, ¿vale? Sin aplicar la reducción por bien habitual ¿Vale? Eso ya lo sabéis Para otro tipo de sociedades ¿Qué tipo de gastos? Suministros, reparaciones, salarios Si tengo pe",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-113,5,Prueba documental,facturas detalladas,El post exige soporte documental concreto para defender el criterio ante Hacienda.,El post exige soporte documental concreto para defender el criterio ante Hacienda.,"Sirve para blindar ingresos, gastos y criterios si Hacienda revisa.",Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar soporte probatorio ligado a este criterio.,¿Qué documentación adicional conviene guardar para defender este punto?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"Y verá que mes a mes va entrando 1.500 euros. Es decir, todo movimiento tiene que estar soportado por alguna factura, por algún documento, ¿vale? Me encuentro empresas que hacen operaciones que no están soportadas. Ahí tenemos un problema, si me viene una",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-114,5,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","El post aporta criterio sobre suministros, comunidad, IBI, seguros u otros gastos corrientes del inmueble.","Muy útil para alquiler por habitaciones, donde el reparto o repercusión suele generar dudas.",Medio,Alta,Sí,Recibo IBI | Recibos comunidad | Pólizas/recibos | Facturas suministros,Separar y archivar estos gastos con su criterio de imputación.,¿Qué criterio de imputación o prorrateo debo aplicar a estos gastos en mi caso?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"icar la reducción por bien habitual ¿Vale? Eso ya lo sabéis Para otro tipo de sociedades ¿Qué tipo de gastos? Suministros, reparaciones, salarios Si tengo personas contratadas ¿Vale? En el que le pago 100.000 euros de salario al año Porque tengo dos personas Se",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-115,5,Persona física vs sociedad,persona física vs sociedad,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,#Clase 31: Cómo leer la contabilidad básica de una sociedad de capital aunque no seas contable.,https://fiscalizarte.substack.com/p/clase-31-como-leer-la-contabilidad,"abitual de que se confunde la personalidad jurídica de la sociedad con la de los socios. Es decir, yo soy una persona física, a efectos tributarios, efectos fiscales, y si yo constituyo una sociedad, aunque sea yo solo, que sea 100% mía y opte por la forma jurídic",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-116,172,Alquiler por habitaciones,habitaciones con distinta casuística,"El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.","El post aporta criterio sobre reducción, vivienda habitual o límites para aplicarla.",Te sirve para detectar cuándo una reducción puede ser defendible y cuándo no.,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Validar este criterio antes de aplicar una reducción en renta.,¿Puedo aplicar esta reducción en mi caso de alquiler por habitaciones o no es defendible?,Este inversor está jodido..,https://fiscalizarte.substack.com/p/este-inversor-esta-jodido,opiedad. El importe obtenido en la venta ha sido reinvertido en la adquisición del 50 por ciento de una nueva vivienda habitual. La vivienda transmitida estuvo alquilada los años previos a su venta. Pero los inquilinos incurrieron en varios impagos durante la vigenci,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-117,111,Persona física vs sociedad,persona física vs sociedad,"El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","El post aporta criterio sobre estructura fiscal, persona física o sociedad, que requiere validación caso por caso.","Aunque tu caso sea persona física, ayuda a no tomar decisiones de estructura por titulares.",Alto,Alta,Sí,Resumen ingresos/gastos | Escenario comparativo | Borrador renta,No cambiar estructura sin contraste numérico y asesoramiento.,¿Tiene sentido en mi caso seguir como persona física o valorar otra estructura sería innecesario?,🏘️ ¿Tienes pisos en alquiler y estás pensando en meterlos en una sociedad?,https://fiscalizarte.substack.com/p/tienes-pisos-en-alquiler-y-estas,"Imagina este escenario: Eres una persona física que tiene varias viviendas alquiladas, todo en tu nombre. Te planteas crear una sociedad y aportar esos inmuebles para gestionarlos desde a",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
